"county_id"	"county_desc"	"voter_reg_num"	"election_lbl"	"election_desc"	"voting_method"	"voted_party_cd"	"voted_party_desc"	"pct_label"	"pct_description"	"ncid"	"voted_county_id"	"voted_county_desc"	"vtd_label"	"vtd_description"
"89"	"TYRRELL"	"000000005292"	"11/04/2014"	"11/04/2014 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"WAN"	"WANCHESE"	"BG40730"	"28"	"DARE"	"WAN"	"WAN"
"89"	"TYRRELL"	"000000005292"	"11/08/2016"	"11/08/2016 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"WAN"	"WANCHESE"	"BG40730"	"28"	"DARE"	"WAN"	"WAN"
"89"	"TYRRELL"	"000000005292"	"11/02/2010"	"11/02/2010 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"WAN"	"WANCHESE"	"BG40730"	"28"	"DARE"	"WAN"	"WAN"
"89"	"TYRRELL"	"000000005292"	"03/15/2016"	"03/15/2016 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"WAN"	"WANCHESE"	"BG40730"	"28"	"DARE"	"WAN"	"WAN"
"89"	"TYRRELL"	"000000005292"	"03/03/2020"	"03/03/2020 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"15"	"SCUPPERNONG"	"BG40730"	"89"	"TYRRELL"	"15"	"15"
"89"	"TYRRELL"	"000000005292"	"11/06/2018"	"11/06/2018 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"15"	"SCUPPERNONG"	"BG40730"	"89"	"TYRRELL"	"15"	"15"
"89"	"TYRRELL"	"000000005319"	"03/03/2020"	"03/03/2020 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"1"	"ALLIGATOR"	"BG40996"	"89"	"TYRRELL"	"1"	"1"
"89"	"TYRRELL"	"000000004915"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"G47"	"G47"	"BG41236"	"41"	"GUILFORD"	"G47"	"G47"
"89"	"TYRRELL"	"000000004915"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE BY MAIL"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG41236"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004852"	"11/02/2010"	"11/02/2010 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"1-B"	"1-B ELIZABETH CITY"	"BG41605"	"70"	"PASQUOTANK"	"1-B"	"1-B"
"89"	"TYRRELL"	"000000004852"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"BG41605"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004852"	"05/08/2018"	"05/08/2018 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG41605"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004852"	"11/06/2018"	"11/06/2018 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"BG41605"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000005230"	"11/06/2012"	"11/06/2012 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"MATO"	"MANTEO"	"BG41657"	"28"	"DARE"	"MATO"	"MATO"
"89"	"TYRRELL"	"000000005230"	"11/06/2018"	"11/06/2018 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"14"	"KILKENNY"	"BG41657"	"89"	"TYRRELL"	"14"	"14"
"89"	"TYRRELL"	"000000005230"	"05/08/2018"	"05/08/2018 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"14"	"KILKENNY"	"BG41657"	"89"	"TYRRELL"	"14"	"14"
"89"	"TYRRELL"	"000000004247"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE BY MAIL"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"BG42178"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004962"	"11/06/2012"	"11/06/2012 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"KDH"	"KILL DEVIL HILLS"	"BG43086"	"28"	"DARE"	"KDH"	"KDH"
"89"	"TYRRELL"	"000000005547"	"09/10/2019"	"09/10/2019 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"NGHD"	"NAGS HEAD"	"BG43999"	"28"	"DARE"	"NGHD"	"NGHD"
"89"	"TYRRELL"	"000000005547"	"11/06/2012"	"11/06/2012 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"NGHD"	"NAGS HEAD"	"BG43999"	"28"	"DARE"	"NGHD"	"NGHD"
"89"	"TYRRELL"	"000000005547"	"11/04/2014"	"11/04/2014 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"NGHD"	"NAGS HEAD"	"BG43999"	"28"	"DARE"	"NGHD"	"NGHD"
"89"	"TYRRELL"	"000000005547"	"11/08/2016"	"11/08/2016 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"NGHD"	"NAGS HEAD"	"BG43999"	"28"	"DARE"	"NGHD"	"NGHD"
"89"	"TYRRELL"	"000000005547"	"11/06/2018"	"11/06/2018 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"NGHD"	"NAGS HEAD"	"BG43999"	"28"	"DARE"	"NGHD"	"NGHD"
"89"	"TYRRELL"	"000000005334"	"05/08/2012"	"05/08/2012 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"MATO"	"MANTEO"	"BG44548"	"28"	"DARE"	"MATO"	"MATO"
"89"	"TYRRELL"	"000000005139"	"03/03/2020"	"03/03/2020 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG4532"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000005139"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"WAN"	"WANCHESE"	"BG4532"	"28"	"DARE"	"WAN"	"WAN"
"89"	"TYRRELL"	"000000005139"	"03/15/2016"	"03/15/2016 PRIMARY"	"PROVISIONAL"	"DEM"	"DEMOCRATIC"	"WAN"	"WANCHESE"	"BG4532"	"28"	"DARE"	"WAN"	"WAN"
"89"	"TYRRELL"	"000000005139"	"11/07/2017"	"11/07/2017 MUNICIPAL GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG4532"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000005139"	"11/06/2018"	"11/06/2018 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG4532"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000005534"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"KDH"	"KILL DEVIL HILLS"	"BG46466"	"28"	"DARE"	"KDH"	"KDH"
"89"	"TYRRELL"	"000000005534"	"11/06/2018"	"11/06/2018 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"KDH"	"KILL DEVIL HILLS"	"BG46466"	"28"	"DARE"	"KDH"	"KDH"
"89"	"TYRRELL"	"000000005534"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"PP"	"POWELLS POINT"	"BG46466"	"27"	"CURRITUCK"	"PP"	"PP"
"89"	"TYRRELL"	"000000005320"	"11/06/2012"	"11/06/2012 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"WAN"	"WANCHESE"	"BG46476"	"28"	"DARE"	"WAN"	"WAN"
"89"	"TYRRELL"	"000000005320"	"11/08/2016"	"11/08/2016 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"1507"	"GREENVILLE #7"	"BG46476"	"74"	"PITT"	"1507"	"1507"
"89"	"TYRRELL"	"000000005482"	"11/04/2014"	"11/04/2014 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"WAN"	"WANCHESE"	"BG47368"	"28"	"DARE"	"WAN"	"WAN"
"89"	"TYRRELL"	"000000005482"	"11/06/2018"	"11/06/2018 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"PB"	"POPLAR BRANCH"	"BG47368"	"27"	"CURRITUCK"	"PB"	"PB"
"89"	"TYRRELL"	"000000005482"	"11/08/2016"	"11/08/2016 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"PB"	"POPLAR BRANCH"	"BG47368"	"27"	"CURRITUCK"	"PB"	"PB"
"89"	"TYRRELL"	"000000005382"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"MATO"	"MANTEO"	"BG49184"	"28"	"DARE"	"MATO"	"MATO"
"89"	"TYRRELL"	"000000005441"	"03/03/2020"	"03/03/2020 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"1"	"ALLIGATOR"	"BG49293"	"89"	"TYRRELL"	"1"	"1"
"89"	"TYRRELL"	"000000005441"	"11/06/2018"	"11/06/2018 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"PB"	"POPLAR BRANCH"	"BG49293"	"27"	"CURRITUCK"	"PB"	"PB"
"89"	"TYRRELL"	"000000005441"	"11/08/2016"	"11/08/2016 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"PB"	"POPLAR BRANCH"	"BG49293"	"27"	"CURRITUCK"	"PB"	"PB"
"89"	"TYRRELL"	"000000005179"	"11/08/2016"	"11/08/2016 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"COL"	"COLINGTON"	"BG51758"	"28"	"DARE"	"COL"	"COL"
"89"	"TYRRELL"	"000000005179"	"05/08/2018"	"05/08/2018 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG51758"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000005179"	"11/06/2018"	"11/06/2018 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG51758"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000005159"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"EL"	"EAST LAKE"	"BG52741"	"28"	"DARE"	"EL"	"EL"
"89"	"TYRRELL"	"000000005159"	"03/03/2020"	"03/03/2020 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"3"	"GUMNECK"	"BG52741"	"89"	"TYRRELL"	"3"	"3"
"89"	"TYRRELL"	"000000005234"	"09/10/2019"	"09/10/2019 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"BG53848"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000005234"	"05/08/2018"	"05/08/2018 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG53848"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000005234"	"11/06/2018"	"11/06/2018 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"BG53848"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000005431"	"05/08/2018"	"05/08/2018 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"MATO"	"MANTEO"	"BG54683"	"28"	"DARE"	"MATO"	"MATO"
"89"	"TYRRELL"	"000000005431"	"11/06/2018"	"11/06/2018 GENERAL"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"MATO"	"MANTEO"	"BG54683"	"28"	"DARE"	"MATO"	"MATO"
"89"	"TYRRELL"	"000000005431"	"03/03/2020"	"03/03/2020 PRIMARY"	"PROVISIONAL"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG54683"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"11/05/2019"	"11/05/2019 MUNICIPAL GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"03/03/2020"	"03/03/2020 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"05/06/2014"	"05/06/2014 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"03/15/2016"	"03/15/2016 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"05/08/2018"	"05/08/2018 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"04/30/2019"	"04/30/2019 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"11/03/2015"	"11/03/2015 MUNICIPAL GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"11/07/2017"	"11/07/2017 MUNICIPAL GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"09/10/2019"	"09/10/2019 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"11/04/2014"	"11/04/2014 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"11/06/2018"	"11/06/2018 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"11/02/2010"	"11/02/2010 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"05/08/2012"	"05/08/2012 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004204"	"11/08/2011"	"11/08/2011 MUNICIPAL GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6378"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"11/04/2014"	"11/04/2014 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"11/06/2018"	"11/06/2018 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"04/30/2019"	"04/30/2019 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"05/08/2018"	"05/08/2018 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"11/02/2010"	"11/02/2010 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"05/08/2012"	"05/08/2012 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"09/10/2019"	"09/10/2019 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"11/05/2019"	"11/05/2019 MUNICIPAL GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"11/08/2011"	"11/08/2011 MUNICIPAL GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"03/03/2020"	"03/03/2020 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"11/07/2017"	"11/07/2017 MUNICIPAL GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"11/03/2015"	"11/03/2015 MUNICIPAL GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"03/15/2016"	"03/15/2016 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004205"	"05/06/2014"	"05/06/2014 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6379"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004146"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"BG6471"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004146"	"05/06/2014"	"05/06/2014 PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"BG6471"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004146"	"03/15/2016"	"03/15/2016 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"BG6471"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004146"	"11/08/2011"	"11/08/2011 MUNICIPAL GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"BG6471"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004146"	"05/08/2018"	"05/08/2018 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6471"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004146"	"11/02/2010"	"11/02/2010 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"BG6471"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004146"	"05/08/2012"	"05/08/2012 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG6471"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004146"	"11/04/2014"	"11/04/2014 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"BG6471"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004146"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"BG6471"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004146"	"11/06/2018"	"11/06/2018 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"BG6471"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004310"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG7227"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004310"	"05/06/2014"	"05/06/2014 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG7227"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004310"	"03/15/2016"	"03/15/2016 PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"BG7227"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004310"	"11/03/2015"	"11/03/2015 MUNICIPAL GENERAL"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"BG7227"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004310"	"11/04/2014"	"11/04/2014 GENERAL"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"BG7227"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004310"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"BG7227"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004310"	"06/07/2016"	"06/07/2016 CONGRESSIONAL PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"BG7227"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004310"	"11/08/2011"	"11/08/2011 MUNICIPAL GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG7227"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004310"	"11/02/2010"	"11/02/2010 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG7227"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004310"	"05/08/2012"	"05/08/2012 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG7227"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004310"	"11/05/2013"	"11/05/2013 MUNICIPAL GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG7227"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004511"	"11/06/2012"	"11/06/2012 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"3"	"GUMNECK"	"BG7513"	"89"	"TYRRELL"	"3"	"3"
"89"	"TYRRELL"	"000000004511"	"11/04/2014"	"11/04/2014 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"3"	"GUMNECK"	"BG7513"	"89"	"TYRRELL"	"3"	"3"
"89"	"TYRRELL"	"000000004511"	"11/08/2016"	"11/08/2016 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"3"	"GUMNECK"	"BG7513"	"89"	"TYRRELL"	"3"	"3"
"89"	"TYRRELL"	"000000004511"	"11/06/2018"	"11/06/2018 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"3"	"GUMNECK"	"BG7513"	"89"	"TYRRELL"	"3"	"3"
"89"	"TYRRELL"	"000000003564"	"11/06/2018"	"11/06/2018 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"3"	"GUMNECK"	"BG8236"	"89"	"TYRRELL"	"3"	"3"
"89"	"TYRRELL"	"000000003564"	"11/06/2012"	"11/06/2012 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"3"	"GUMNECK"	"BG8236"	"89"	"TYRRELL"	"3"	"3"
"89"	"TYRRELL"	"000000003564"	"03/15/2016"	"03/15/2016 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"3"	"GUMNECK"	"BG8236"	"89"	"TYRRELL"	"3"	"3"
"89"	"TYRRELL"	"000000003564"	"11/04/2014"	"11/04/2014 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"3"	"GUMNECK"	"BG8236"	"89"	"TYRRELL"	"3"	"3"
"89"	"TYRRELL"	"000000003564"	"11/08/2016"	"11/08/2016 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"3"	"GUMNECK"	"BG8236"	"89"	"TYRRELL"	"3"	"3"
"89"	"TYRRELL"	"000000004613"	"11/04/2014"	"11/04/2014 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG9035"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004613"	"11/08/2016"	"11/08/2016 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"BG9035"	"89"	"TYRRELL"	"2"	"2"
